collid	category	local_hit	away_hit	all_hit	local_srch	away_srch	all_srch	local_user	away_user	all_user	local_brws	away_brws	all_brws	month_year
rth	image	46	893	939	3	241	244	9	526	535	0	7	7	Jun-07
egy	image	0	942	942	0	731	731	1	233	234	0	0	0	Jun-07
gar	image	3	451	454	0	49	49	2	111	113	0	11	11	Jun-07
etd-bib	bib	0	0	0	33	226	259	53	417	470	16	125	141	Jun-07
mcc	image	17	657	674	11	505	516	6	270	276	0	0	0	Jun-07
wcc	image	49	251	300	8	46	54	12	83	95	0	8	8	Jun-07
arrt	text	2	19	21	0	53	53	1	23	24	0	0	0	Jun-07
arrs	image	548	605	1153	0	21	21	6	110	116	0	0	0	Jun-07
arr-bib	bib	0	0	0	204	59	263	14	72	86	0	0	0	Jun-07
ual	image	13	566	579	19	892	911	4	181	185	0	1	1	Jun-07
yrb	text	184	5	189	13	0	13	18	1	19	115	2	117	Jun-07
spc-bib	bib	0	0	0	50	26	76	27	32	59	0	0	0	Jun-07
map	image	35	46	81	0	0	0	16	54	70	1	21	22	Jun-07
spct-bib	bib	0	0	0	0	0	0	2	13	15	0	0	0	Jun-07
shld-bib	bib	0	0	0	0	0	0	2	18	20	0	0	0	Jun-07
spcd-bib	bib	0	0	0	29	32	61	16	41	57	0	0	0	Jun-07
uky-bib	bib	0	0	0	0	0	0	2	14	16	0	0	0	Jun-07
mpm-bib	bib	0	0	0	2	0	2	4	16	20	0	0	0	Jun-07
ual-bib	bib	0	0	0	0	0	0	3	14	17	0	0	0	Jun-07
tdh-bib	bib	0	0	0	0	0	0	2	14	16	0	0	0	Jun-07
rth-bib	bib	0	0	0	0	0	0	2	12	14	0	0	0	Jun-07
wcc-bib	bib	0	0	0	0	0	0	2	14	16	0	0	0	Jun-07
egy-bib	bib	0	0	0	0	0	0	2	14	16	0	0	0	Jun-07
uht-bib	bib	0	0	0	0	0	0	2	17	19	0	0	0	Jun-07
jei-bib	bib	0	0	0	0	0	0	2	13	15	0	0	0	Jun-07
utcat-bib	bib	0	0	0	0	1	1	2	17	19	0	0	0	Jun-07
gar-bib	bib	0	0	0	4	0	4	3	18	21	0	0	0	Jun-07
mcc-bib	bib	0	0	0	0	0	0	2	14	16	0	0	0	Jun-07
spct	text	10	43	53	0	8	8	6	24	30	0	0	0	Jun-07
vvs-bib	bib	0	0	0	110	126	236	13	16	29	0	0	0	Jun-07
arrp	image	73	21	94	0	59	59	6	32	38	0	0	0	Jun-07
vvt	text	1	1	2	3	2	5	1	2	3	0	0	0	Jun-07
vvz	image	9	51	60	0	1	1	4	14	18	1	2	3	Jun-07
vvb	text	37	9	46	280	71	351	8	8	16	0	0	0	Jun-07
vvo	text	16	6	22	51	209	260	3	6	9	0	0	0	Jun-07
fa	text	239	1402	1741	174	113	287	69	134	203	268	516	784	Jun-07
arro	text	6	18	24	288	141	429	5	39	44	0	0	0	Jun-07
vvi	image	15	46	61	0	4	4	3	13	16	1	1	2	Jun-07
gam	text	9	11	20	0	0	0	1	27	28	41	156	197	Jun-07
ggma	text	13	227	240	0	0	0	3	150	153	0	0	0	Jun-07
tcw	text	4	22	26	0	0	0	2	13	15	0	0	0	Jun-07
coc	image	0	0	0	0	0	0	0	8	8	0	0	0	Jun-07
nfpc	text	0	0	0	0	0	0	2	18	20	0	0	0	Jun-07
etd	text	211	2159	2370	0	0	0	105	659	764	0	0	0	Jun-07
fa-bib	bib	0	0	0	0	1	1	2	17	19	0	0	0	Jun-07
wpa	image	0	0	0	0	0	0	0	2	2	0	0	0	Jun-07
ldr	text	15	6	21	0	0	0	1	6	7	0	0	0	Jun-07
arrt-bib	bib	0	0	0	0	0	0	0	1	1	0	0	0	Jun-07
jei	text	930	2051	2981	2	59	61	4	682	686	61	618	679	Jun-07
tdh	text	0	11	11	0	2	2	0	5	5	0	0	0	Jun-08
utcat	text	0	102	102	0	0	0	2	23	25	0	24	24	Jun-08
rth	image	0	0	0	0	0	0	0	2	2	0	0	0	Jun-08
egy	image	0	0	0	0	0	0	0	1	1	0	0	0	Jun-08
etd-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	Jun-08
uky	image	0	0	0	0	0	0	0	2	2	0	0	0	Jun-08
gar	image	0	0	0	0	0	0	0	2	2	0	0	0	Jun-08
map	image	0	0	0	0	0	0	0	1	1	0	0	0	Jun-08
spct	text	0	1	1	0	0	0	0	1	1	0	0	0	Jun-08
vvz	image	0	1	1	0	0	0	0	1	1	0	0	0	Jun-08
vvs-bib	bib	0	0	0	0	1	1	0	1	1	0	0	0	Jun-08
fa	text	960	9811	10771	290	277	567	174	5674	5848	243	1389	1632	Jun-08
ggma	text	16	1960	1976	0	0	0	1	217	218	0	0	0	Jun-08
etd	text	3490	18015	21505	0	0	0	150	1085	1235	0	0	0	Jun-08
jei	text	16	5514	5530	2	14	16	4	978	982	16	626	642	Jun-08
rth	image	232	2546	2778	55	220	275	44	928	972	17	16	33	Mar-04
tdh	text	80	1747	1827	388	1291	1679	41	1372	1413	87	236	323	Mar-04
emn	text	0	1	1	0	0	0	0	1	1	0	0	0	Mar-04
mcc	image	86	198	284	0	31	31	17	185	202	6	1	7	Mar-04
etd-bib	bib	0	0	0	111	389	500	67	170	237	53	69	122	Mar-04
uky	image	1	110	111	0	5	5	4	88	92	0	1	1	Mar-04
ldr	text	0	4	4	0	0	0	0	3	3	0	0	0	Mar-04
fa	text	0	16	16	0	0	0	0	16	16	0	0	0	Mar-04
coc	image	0	0	0	0	0	0	0	5	5	0	0	0	Mar-04
egy	image	182	114	296	1	0	1	12	77	89	24	0	24	Mar-04
utcat	text	198	0	198	0	0	0	15	3	18	21	3	24	Mar-04
egy-bib	bib	0	0	0	13	65	78	6	6	12	0	0	0	Mar-04
ual	image	2	81	83	0	41	41	4	57	61	0	0	0	Mar-04
etd	text	267	4501	4768	0	0	0	140	3389	3529	0	0	0	Mar-04
uky-bib	bib	0	0	0	15	19	34	4	4	8	0	0	0	Mar-04
tdh-bib	bib	0	0	0	1	34	35	5	6	11	0	0	0	Mar-04
mcc-bib	bib	0	0	0	30	160	190	5	6	11	0	0	0	Mar-04
ual-bib	bib	0	0	0	36	186	222	4	6	10	0	0	0	Mar-04
rth-bib	bib	0	0	0	43	228	271	4	6	10	0	0	0	Mar-04
ualr	image	0	0	0	0	0	0	2	0	2	0	0	0	Mar-04
jei-bib	bib	0	0	0	1	49	50	4	6	10	0	0	0	Mar-04
ualr-bib	bib	0	0	0	0	0	0	2	0	2	0	0	0	Mar-04
mpm-bib	bib	0	0	0	0	56	56	4	5	9	0	0	0	Mar-04
fa-bib	bib	0	0	0	65	319	384	4	5	9	0	0	0	Mar-04
gsmc	bib	0	0	0	0	0	0	0	1	1	0	0	0	Mar-04
jei	text	17	673	690	0	130	130	25	336	361	130	309	439	Mar-04
rth	image	24785	4253	29038	312	334	646	34	1108	1142	385	83	468	Mar-05
uky	image	717	4351	5068	5	28	33	6	277	283	40	41	81	Mar-05
tdh	text	33	8078	8111	71	2946	3017	22	1329	1351	15	801	816	Mar-05
utcat	text	3991	20733	24724	0	0	0	2240	10312	12552	3120	13364	16484	Mar-05
mcc	image	737	4423	5160	4	93	97	9	401	410	22	51	73	Mar-05
etd-bib	bib	0	0	0	105	297	402	60	200	260	20	95	115	Mar-05
egy	image	11	1242	1253	58	135	193	7	423	430	0	0	0	Mar-05
ual	image	111	6225	6336	0	44	44	6	574	580	12	53	65	Mar-05
tdh-bib	bib	0	0	0	0	0	0	0	9	9	0	0	0	Mar-05
mcc-bib	bib	0	0	0	0	12	12	0	8	8	0	0	0	Mar-05
fa-bib	bib	0	0	0	0	17	17	0	9	9	0	0	0	Mar-05
rth-bib	bib	0	0	0	0	20	20	0	8	8	0	0	0	Mar-05
ual-bib	bib	0	0	0	0	24	24	0	7	7	0	0	0	Mar-05
coc	image	0	0	0	0	0	0	0	11	11	0	0	0	Mar-05
mpm-bib	bib	0	0	0	0	1	1	0	9	9	0	0	0	Mar-05
jei-bib	bib	0	0	0	0	0	0	0	8	8	0	0	0	Mar-05
egy-bib	bib	0	0	0	0	36	36	0	8	8	0	0	0	Mar-05
etd	text	243	7711	7954	0	0	0	134	2486	2620	0	0	0	Mar-05
ldr	text	0	25	25	0	0	0	0	4	4	0	0	0	Mar-05
emn	text	10	39	49	0	0	0	2	6	8	0	0	0	Mar-05
fa	text	0	58	58	0	0	0	0	13	13	0	0	0	Mar-05
utcat-bib	bib	0	0	0	0	40	40	0	6	6	0	0	0	Mar-05
uky-bib	bib	0	0	0	0	0	0	0	7	7	0	0	0	Mar-05
jei	text	5	2948	2953	3	0	3	6	969	975	3	379	382	Mar-05
rth	image	29	2939	2968	10	167	177	11	837	848	3	16	19	Mar-06
ual	image	33	3415	3448	0	8	8	6	456	462	0	1	1	Mar-06
utcat	text	4713	14995	19708	0	0	0	2179	7545	9724	3360	10223	13583	Mar-06
egy	image	19	442	461	2	46	48	8	206	214	0	0	0	Mar-06
coc	image	0	0	0	0	0	0	0	5	5	0	0	0	Mar-06
tdh	text	31	4254	4285	32	984	1016	25	1397	1422	9	246	255	Mar-06
gar	image	3	611	614	0	72	72	2	227	229	0	8	8	Mar-06
shld	image	4	520	524	0	37	37	1	237	238	0	9	9	Mar-06
gar-bib	bib	0	0	0	1	0	1	2	6	8	0	0	0	Mar-06
fa	text	0	41	41	0	0	0	0	10	10	0	0	0	Mar-06
utcat-bib	bib	0	0	0	0	4	4	1	6	7	0	0	0	Mar-06
etd-bib	bib	0	0	0	105	377	482	53	283	336	33	71	104	Mar-06
mcc	image	60	2587	2647	70	694	764	6	278	284	0	1	1	Mar-06
uky	image	33	4060	4093	45	273	318	5	254	259	0	3	3	Mar-06
fa-bib	bib	0	0	0	8	12	20	2	9	11	0	0	0	Mar-06
uky-bib	bib	0	0	0	11	5	16	2	7	9	0	0	0	Mar-06
ggma	text	0	156	156	0	0	0	1	87	88	0	0	0	Mar-06
etd	text	295	4689	4984	0	0	0	172	2486	2658	0	0	0	Mar-06
shld-bib	bib	0	0	0	12	13	25	1	9	10	0	0	0	Mar-06
rth-bib	bib	0	0	0	0	7	7	1	7	8	0	0	0	Mar-06
tdh-bib	bib	0	0	0	0	8	8	1	9	10	0	0	0	Mar-06
ual-bib	bib	0	0	0	18	18	36	1	6	7	0	0	0	Mar-06
uht-bib	bib	0	0	0	0	10	10	1	5	6	0	0	0	Mar-06
egy-bib	bib	0	0	0	22	33	55	1	7	8	0	0	0	Mar-06
mcc-bib	bib	0	0	0	0	12	12	1	6	7	0	0	0	Mar-06
jei-bib	bib	0	0	0	26	25	51	2	5	7	0	0	0	Mar-06
mpm-bib	bib	0	0	0	28	27	55	2	6	8	0	0	0	Mar-06
emn	text	0	21	21	0	0	0	0	2	2	0	0	0	Mar-06
ldr	text	0	14	14	0	0	0	0	1	1	0	0	0	Mar-06
jei	text	10597	2291	12888	1	125	126	6	577	583	126	729	855	Mar-06
tdh	text	29	50026	50055	70	25718	25788	18	16861	16879	2	18749	18751	Mar-07
rth	image	8	45900	45908	15	405	420	18	6420	6438	0	4	4	Mar-07
utcat	text	7212	21199	28411	0	0	0	1238	6376	7614	2919	12497	15416	Mar-07
mcc	image	14	22239	22253	76	744	820	7	2052	2059	0	0	0	Mar-07
uky	image	14	30179	30193	46	412	458	5	872	877	0	2	2	Mar-07
ual	image	14	22447	22461	175	1661	1836	7	842	849	0	0	0	Mar-07
gar	image	0	1159	1159	0	71	71	1	186	187	0	37	37	Mar-07
spct	text	78	75	153	75	212	287	18	67	85	0	0	0	Mar-07
egy	image	6	1811	1817	0	173	173	2	122	124	0	0	0	Mar-07
etd-bib	bib	0	0	0	59	450	509	32	364	396	40	185	225	Mar-07
fa	text	275	677	952	163	51	214	135	289	424	215	157	372	Mar-07
emn	text	0	64	64	0	0	0	0	18	18	0	0	0	Mar-07
arrt	text	0	28	28	8	67	75	3	25	28	0	0	0	Mar-07
wcc	image	27	906	933	3	116	119	7	151	158	0	4	4	Mar-07
shld	image	0	3318	3318	0	66	66	1	84	85	0	6	6	Mar-07
spcd-bib	bib	0	0	0	177	100	277	38	39	77	0	0	0	Mar-07
egy-bib	bib	0	0	0	0	6	6	0	18	18	0	0	0	Mar-07
uky-bib	bib	0	0	0	0	10	10	0	17	17	0	0	0	Mar-07
uht-bib	bib	0	0	0	0	10	10	0	17	17	0	0	0	Mar-07
mpm-bib	bib	0	0	0	0	12	12	0	16	16	0	0	0	Mar-07
gar-bib	bib	0	0	0	0	14	14	0	19	19	0	0	0	Mar-07
jei-bib	bib	0	0	0	0	16	16	0	17	17	0	0	0	Mar-07
rth-bib	bib	0	0	0	0	18	18	0	14	14	0	0	0	Mar-07
tdh-bib	bib	0	0	0	0	20	20	0	19	19	0	0	0	Mar-07
ual-bib	bib	0	0	0	0	22	22	0	14	14	0	0	0	Mar-07
spc-bib	bib	0	0	0	130	60	190	40	37	77	0	0	0	Mar-07
wcc-bib	bib	0	0	0	0	26	26	0	14	14	0	0	0	Mar-07
mcc-bib	bib	0	0	0	0	30	30	0	14	14	0	0	0	Mar-07
fa-bib	bib	0	0	0	0	30	30	0	15	15	0	0	0	Mar-07
utcat-bib	bib	0	0	0	0	32	32	0	17	17	0	0	0	Mar-07
map	image	110	119	229	0	0	0	22	27	49	5	12	17	Mar-07
ldr	text	75	100	175	0	0	0	7	32	39	0	0	0	Mar-07
coc	image	0	0	0	0	0	0	0	5	5	0	0	0	Mar-07
spct-bib	bib	0	0	0	0	34	34	0	11	11	0	0	0	Mar-07
yrb	text	51	18	69	14	3	17	15	3	18	20	3	23	Mar-07
shld-bib	bib	0	0	0	0	36	36	0	11	11	0	0	0	Mar-07
arr-bib	bib	0	0	0	0	47	47	4	16	20	0	0	0	Mar-07
arrt-bib	bib	0	0	0	0	40	40	0	9	9	0	0	0	Mar-07
vvs-bib	bib	0	0	0	0	0	0	8	0	8	0	0	0	Mar-07
ggma	text	0	173	173	0	0	0	0	115	115	0	0	0	Mar-07
etd	text	200	2383	2583	0	0	0	113	949	1062	0	0	0	Mar-07
jei	text	2650	3975	6625	2	184	186	5	549	554	186	594	780	Mar-07
spct	text	134	200	334	339	54	393	5	112	117	0	0	0	Mar-08
utcat	text	13654	83461	97115	0	0	0	1643	7980	9623	2936	11507	14443	Mar-08
tdh	text	929	2693	3622	1554	1261	2815	29	661	690	11	149	160	Mar-08
egy	image	0	761	761	0	290	290	0	328	328	0	0	0	Mar-08
wcc	image	18	217	235	3	52	55	8	94	102	0	3	3	Mar-08
etd-bib	bib	0	0	0	61	379	440	48	442	490	16	116	132	Mar-08
emn	text	132	32	164	1008	103	1111	3	26	29	0	0	0	Mar-08
vvs-bib	bib	0	0	0	109	1609	1718	39	530	569	0	0	0	Mar-08
wcc-bib	bib	0	0	0	0	4	4	1	14	15	0	0	0	Mar-08
uky	image	82	4788	4870	2	257	259	6	187	193	0	13	13	Mar-08
gar	image	0	321	321	0	41	41	0	125	125	0	41	41	Mar-08
shld	image	0	301	301	0	44	44	0	68	68	0	15	15	Mar-08
ual	image	82	4128	4210	49	920	969	11	266	277	0	6	6	Mar-08
rth	image	45	3019	3064	11	264	275	15	460	475	4	39	43	Mar-08
mcc	image	82	3296	3378	96	1602	1698	11	253	264	0	4	4	Mar-08
vvz	image	49	908	957	0	0	0	12	238	250	0	0	0	Mar-08
arrp	image	10	608	618	0	48	48	2	95	97	0	6	6	Mar-08
vvi	image	59	140	199	0	0	0	6	59	65	0	0	0	Mar-08
arrs	image	2	967	969	0	66	66	1	82	83	0	0	0	Mar-08
arrt	text	134	100	234	1347	158	1505	4	31	35	0	0	0	Mar-08
map	image	19	145	164	0	0	0	10	75	85	4	13	17	Mar-08
spc-bib	bib	0	0	0	19	44	63	23	80	103	0	0	0	Mar-08
vvo	text	132	31	163	1757	1304	3061	10	116	126	0	0	0	Mar-08
arr-bib	bib	0	0	0	1	50	51	14	122	136	0	0	0	Mar-08
vvb	text	132	25	157	1893	1224	3117	13	108	121	0	0	0	Mar-08
rth-bib	bib	0	0	0	0	16	16	12	54	66	0	0	0	Mar-08
tdh-bib	bib	0	0	0	0	12	12	12	52	64	0	0	0	Mar-08
spct-bib	bib	0	0	0	4	15	19	13	60	73	0	0	0	Mar-08
mpm-bib	bib	0	0	0	5	10	15	13	54	67	0	0	0	Mar-08
utcat-bib	bib	0	0	0	6	44	50	12	50	62	0	0	0	Mar-08
jei-bib	bib	0	0	0	0	0	0	12	49	61	0	0	0	Mar-08
vvt	text	137	146	283	1322	250	1572	5	85	90	0	2	2	Mar-08
spcd-bib	bib	0	0	0	15	124	139	18	82	100	0	0	0	Mar-08
uky-bib	bib	0	0	0	8	0	8	13	50	63	0	0	0	Mar-08
uht-bib	bib	0	0	0	9	12	21	13	52	65	0	0	0	Mar-08
fa	text	867	8742	9609	191	221	412	128	5780	5908	357	1245	1602	Mar-08
gar-bib	bib	0	0	0	0	21	21	11	52	63	0	0	0	Mar-08
shld-bib	bib	0	0	0	0	43	43	14	59	73	0	0	0	Mar-08
arro	text	132	39	171	2507	1064	3571	3	46	49	0	0	0	Mar-08
mcc-bib	bib	0	0	0	0	20	20	12	54	66	0	0	0	Mar-08
ual-bib	bib	0	0	0	10	21	31	13	49	62	0	0	0	Mar-08
yrb	text	1	0	1	2	2	4	2	58	60	3	1	4	Mar-08
ar	text	433	193	626	829	343	1172	57	100	157	27	65	92	Mar-08
egy-bib	bib	0	0	0	0	1	1	11	52	63	0	0	0	Mar-08
gam	text	0	0	0	0	0	0	1	3	4	1	6	7	Mar-08
ggma	text	30	2069	2099	0	0	0	2	129	131	0	0	0	Mar-08
tcw	text	9	1942	1951	0	0	0	2	80	82	0	0	0	Mar-08
etd	text	1858	12241	14099	0	0	0	131	783	914	0	0	0	Mar-08
coc	image	0	0	0	0	0	0	0	1	1	0	0	0	Mar-08
ldr	text	0	8	8	0	0	0	0	1	1	0	0	0	Mar-08
jei	text	787	7987	8774	1	73	74	5	1843	1848	74	684	758	Mar-08
tdh	text	6	1255	1261	6	463	469	6	644	650	14	61	75	May-04
rth	image	271	772	1043	12	45	57	20	523	543	1	11	12	May-04
egy	image	6	222	228	3	1	4	2	148	150	0	0	0	May-04
fa	text	0	22	22	0	0	0	0	14	14	0	0	0	May-04
mcc	image	6	267	273	1	8	9	10	213	223	1	0	1	May-04
ual	image	1	183	184	0	2	2	1	121	122	0	0	0	May-04
uky-bib	bib	0	0	0	1	0	1	1	3	4	0	0	0	May-04
utcat-bib	bib	0	0	0	0	14	14	0	4	4	0	0	0	May-04
etd-bib	bib	0	0	0	107	148	255	66	89	155	25	28	53	May-04
utcat	text	401	2363	2764	0	0	0	191	1153	1344	94	250	344	May-04
uky	image	0	111	111	0	15	15	1	63	64	1	6	7	May-04
tdh-bib	bib	0	0	0	1	2	3	2	6	8	0	0	0	May-04
etd	text	220	1183	1403	0	0	0	106	914	1020	0	0	0	May-04
mpm-bib	bib	0	0	0	2	2	4	2	4	6	0	0	0	May-04
emn	text	1	0	1	0	0	0	1	0	1	0	0	0	May-04
ldr	text	1	0	1	0	0	0	1	0	1	0	0	0	May-04
ualr	image	1	0	1	0	0	0	1	0	1	0	0	0	May-04
ual-bib	bib	0	0	0	2	46	48	1	3	4	0	0	0	May-04
mcc-bib	bib	0	0	0	3	54	57	1	3	4	0	0	0	May-04
coc	image	0	0	0	0	0	0	1	0	1	0	0	0	May-04
egy-bib	bib	0	0	0	0	56	56	1	3	4	0	0	0	May-04
jei	text	63	462	525	3	112	115	7	269	276	115	166	281	May-04
utcat	text	2272	17970	20242	0	0	0	1214	9035	10249	1605	11855	13460	May-05
tdh	text	12	4678	4690	20	710	730	16	1277	1293	7	223	230	May-05
ual	image	12	3511	3523	0	9	9	2	546	548	0	10	10	May-05
etd-bib	bib	0	0	0	99	372	471	58	196	254	29	91	120	May-05
rth	image	44	4176	4220	12	333	345	21	1301	1322	10	40	50	May-05
mcc	image	13	2714	2727	36	323	359	3	413	416	0	0	0	May-05
egy	image	13	654	667	10	9	19	7	333	340	0	0	0	May-05
uky	image	12	2802	2814	18	147	165	2	290	292	0	2	2	May-05
uky-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	May-05
rth-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	May-05
ual-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	May-05
fa	text	2	50	52	0	0	0	1	15	16	0	0	0	May-05
egy-bib	bib	0	0	0	1	0	1	5	3	8	0	0	0	May-05
tdh-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	May-05
mcc-bib	bib	0	0	0	0	0	0	1	4	5	0	0	0	May-05
emn	text	0	13	13	0	0	0	0	2	2	0	0	0	May-05
jei-bib	bib	0	0	0	3	0	3	1	3	4	0	0	0	May-05
utcat-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	May-05
coc	image	0	0	0	0	0	0	0	7	7	0	0	0	May-05
fa-bib	bib	0	0	0	1	0	1	1	3	4	0	0	0	May-05
mpm-bib	bib	0	0	0	1	0	1	1	4	5	0	0	0	May-05
etd	text	250	6321	6571	0	0	0	124	2539	2663	0	0	0	May-05
ldr	text	0	10	10	0	0	0	0	1	1	0	0	0	May-05
jei	text	0	2305	2305	0	0	0	0	766	766	0	489	489	May-05
utl02	text	9	0	9	6	2	8	24	7	31	16	0	16	May-05
utw02	multimedia	79	0	79	69	15	84	34	11	45	37	0	37	May-05
dtl01	text	2	0	2	0	2	2	1	2	3	2	0	2	May-05
iag02	text	139	6	145	50	3	53	53	16	69	79	3	82	May-05
utk01	text	8	0	8	36	33	69	63	45	108	139	40	179	May-05
map	image	5	0	5	40	3	43	40	28	68	24	1	25	May-05
uht	text	1	0	1	63	23	86	63	65	128	45	24	69	May-05
sis02	text	0	0	0	8	1	9	25	14	39	13	5	18	May-05
dtlpc	text	32	17	49	40	18	58	82	137	219	60	7	67	May-05
agp02	text	51	0	51	32	4	36	60	38	98	21	4	25	May-05
nocol	text	0	0	0	0	2	2	59	138	197	18	1	19	May-05
cls02	text	59	6	65	17	5	22	41	33	74	15	0	15	May-05
tdh	text	8	3270	3278	11	1112	1123	10	1879	1889	2	324	326	May-06
shld	image	6	230	236	0	7	7	3	260	263	0	3	3	May-06
utcat	text	2994	16874	19868	0	0	0	1604	9622	11226	2107	10704	12811	May-06
rth	image	57	1965	2022	4	196	200	13	904	917	1	10	11	May-06
egy	image	47	806	853	1	139	140	18	169	187	0	0	0	May-06
etd-bib	bib	0	0	0	78	298	376	57	274	331	15	56	71	May-06
mcc	image	15	887	902	36	422	458	11	302	313	0	7	7	May-06
utcat-bib	bib	0	0	0	2	0	2	2	5	7	0	0	0	May-06
ual-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	May-06
uky	image	15	905	920	20	286	306	9	291	300	0	0	0	May-06
ual	image	16	1038	1054	0	30	30	11	397	408	0	0	0	May-06
egy-bib	bib	0	0	0	1	0	1	2	3	5	0	0	0	May-06
shld-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	May-06
wcc	image	10	40	50	0	2	2	6	42	48	4	0	4	May-06
gar-bib	bib	0	0	0	0	0	0	0	2	2	0	0	0	May-06
mcc-bib	bib	0	0	0	0	0	0	0	2	2	0	0	0	May-06
gar	image	0	234	234	0	96	96	1	175	176	0	1	1	May-06
wcc-bib	bib	0	0	0	2	5	7	1	3	4	0	0	0	May-06
fa	text	5	14	19	0	0	0	4	8	12	9	0	9	May-06
ldr	text	1	0	1	0	0	0	1	0	1	0	0	0	May-06
emn	text	0	2	2	0	0	0	0	1	1	0	0	0	May-06
mpm-bib	bib	0	0	0	0	1	1	0	4	4	0	0	0	May-06
uht-bib	bib	0	0	0	2	2	4	2	3	5	0	0	0	May-06
coc	image	0	0	0	0	0	0	0	5	5	0	0	0	May-06
fa-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	May-06
ggma	text	3	138	141	0	0	0	1	129	130	0	0	0	May-06
uky-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	May-06
etd	text	238	2417	2655	0	0	0	149	1749	1898	0	0	0	May-06
jei-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	May-06
tdh-bib	bib	0	0	0	1	0	1	1	4	5	0	0	0	May-06
rth-bib	bib	0	0	0	1	0	1	1	3	4	0	0	0	May-06
jei	text	12	1497	1509	1	9	10	4	377	381	10	825	835	May-06
utcat	text	2309	19940	22249	0	0	0	1243	10427	11670	1661	11279	12940	May-07
mcc	image	58	20812	20870	33	849	882	13	1922	1935	0	4	4	May-07
tdh	text	3	18360	18363	10	17510	17520	10	6393	6403	9	5705	5714	May-07
map	image	150	101	251	0	0	0	49	71	120	7	28	35	May-07
yrb	text	57	10	67	0	1	1	22	5	27	45	4	49	May-07
egy	image	1	1974	1975	3	767	770	5	449	454	0	0	0	May-07
uky	image	52	4847	4899	10	513	523	10	1521	1531	0	2	2	May-07
wcc	image	50	337	387	22	85	107	9	197	206	0	7	7	May-07
etd-bib	bib	0	0	0	146	354	500	61	557	618	24	136	160	May-07
rth	image	253	18322	18575	33	447	480	17	3522	3539	4	13	17	May-07
spcd-bib	bib	0	0	0	9	48	57	7	47	54	0	0	0	May-07
spc-bib	bib	0	0	0	58	46	104	27	37	64	0	0	0	May-07
arr-bib	bib	0	0	0	169	166	335	14	136	150	0	0	0	May-07
arrs	image	271	2849	3120	0	68	68	12	165	177	0	0	0	May-07
arrp	image	86	69	155	0	123	123	11	50	61	0	0	0	May-07
shld	image	0	1401	1401	0	23	23	1	177	178	0	7	7	May-07
ual	image	52	27680	27732	71	1825	1896	12	1616	1628	0	4	4	May-07
tdh-bib	bib	0	0	0	0	0	0	0	24	24	0	0	0	May-07
gar	image	0	1630	1630	0	33	33	1	227	228	0	15	15	May-07
spct	text	4	200	204	2	275	277	2	157	159	0	3	3	May-07
shld-bib	bib	0	0	0	0	0	0	0	31	31	0	0	0	May-07
fa	text	268	1329	1597	118	23	141	107	870	977	177	105	282	May-07
rth-bib	bib	0	0	0	0	0	0	1	25	26	0	0	0	May-07
ual-bib	bib	0	0	0	0	0	0	0	27	27	0	0	0	May-07
mpm-bib	bib	0	0	0	28	0	28	12	29	41	0	0	0	May-07
wcc-bib	bib	0	0	0	0	0	0	0	26	26	0	0	0	May-07
uht-bib	bib	0	0	0	0	0	0	0	25	25	0	0	0	May-07
arrt	text	5	111	116	18	591	609	3	114	117	0	3	3	May-07
coc	image	0	0	0	0	0	0	0	13	13	0	0	0	May-07
arro	text	3	106	109	39	953	992	7	113	120	0	3	3	May-07
ldr	text	15	38	53	0	0	0	1	28	29	0	0	0	May-07
fa-bib	bib	0	0	0	0	0	0	0	25	25	0	0	0	May-07
utcat-bib	bib	0	0	0	0	0	0	0	29	29	0	0	0	May-07
egy-bib	bib	0	0	0	4	0	4	2	25	27	0	0	0	May-07
uky-bib	bib	0	0	0	0	1	1	0	27	27	0	0	0	May-07
gar-bib	bib	0	0	0	0	0	0	0	34	34	0	0	0	May-07
jei-bib	bib	0	0	0	0	0	0	0	32	32	0	0	0	May-07
spct-bib	bib	0	0	0	0	0	0	0	19	19	0	0	0	May-07
arrt-bib	bib	0	0	0	0	0	0	0	9	9	0	0	0	May-07
ggma	text	5	212	217	0	0	0	3	169	172	0	0	0	May-07
nfpc	text	0	0	0	0	0	0	3	4	7	0	0	0	May-07
mcc-bib	bib	0	0	0	0	0	0	0	17	17	0	0	0	May-07
etd	text	380	2906	3286	0	0	0	146	968	1114	0	0	0	May-07
emn	text	13	32	45	0	0	0	7	17	24	0	0	0	May-07
jei	text	726	4447	5173	0	61	61	2	903	905	61	613	674	May-07
gam	text	0	4	4	0	0	0	1	14	15	3	43	46	May-07
tdh	text	394	7727	8121	655	12481	13136	25	591	616	9	818	827	May-08
